ip Source,ip Destination,Protocol,Epoch
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.070680000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.070721000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.070725000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.070956000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.070984000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.072033000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.072036000"
10.12.15.101,66.42.96.18,TCP,"Dec 15, 2023 13:05:23.072181000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.072733000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.072736000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.072874000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.073565000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.073568000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.073728000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.075947000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.075950000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.076103000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.077383000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.077386000"
10.12.15.101,66.42.96.18,TCP,"Dec 15, 2023 13:05:23.077541000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.079022000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.079056000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.079190000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.080747000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.080750000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.080770000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.080828000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.081001000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.081025000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.084358000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.084362000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.084390000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.084468000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.084522000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.084527000"
10.12.15.101,66.42.96.18,TCP,"Dec 15, 2023 13:05:23.084750000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.084782000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.084860000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.086343000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.086347000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.086526000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.087526000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.087530000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.087559000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.087563000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.087748000"
10.12.15.101,66.42.96.18,TCP,"Dec 15, 2023 13:05:23.087773000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.088779000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.088812000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.088933000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.091200000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.091204000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.091237000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.091239000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.091444000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.091464000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.092378000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.092420000"
10.12.15.101,66.42.96.18,TCP,"Dec 15, 2023 13:05:23.092499000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.093851000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.093854000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.093998000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.095827000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.095864000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.095975000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.097122000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.097125000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.097270000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.098313000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.098347000"
10.12.15.101,66.42.96.18,TCP,"Dec 15, 2023 13:05:23.098427000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.101143000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.101149000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.101266000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.101270000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.101343000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.101384000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.101387000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.101540000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.101569000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.102383000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.102386000"
10.12.15.101,66.42.96.18,TCP,"Dec 15, 2023 13:05:23.102536000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.103343000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.103376000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.103417000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.103421000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.103500000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.103590000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.106146000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.106150000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.106294000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.107571000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.107603000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.107722000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.108842000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.108899000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.109032000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.111741000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.111744000"
10.12.15.101,66.42.96.18,TCP,"Dec 15, 2023 13:05:23.111889000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.112608000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.112640000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.112661000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.112686000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.112808000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.112834000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.113017000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.113020000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.113043000"
10.12.15.101,66.42.96.18,TCP,"Dec 15, 2023 13:05:23.113211000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.113609000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.113717000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.115221000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.115253000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.115277000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.115381000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.116004000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.116115000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.118069000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.118072000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.118230000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.118857000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.118861000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.119005000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.120313000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.120315000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.120437000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.124012000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.124016000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.124084000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.124102000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.124138000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.124141000"
10.12.15.101,66.42.96.18,TCP,"Dec 15, 2023 13:05:23.124209000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.124233000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.124335000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.125038000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.125112000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.125144000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.125145000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.125275000"
10.12.15.101,66.42.96.18,TCP,"Dec 15, 2023 13:05:23.125299000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.127054000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.127059000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.127081000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.127106000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.127252000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.127272000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.129640000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.129643000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.129757000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.130615000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.130618000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.130740000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.131501000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.131504000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.131626000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.133166000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.133170000"
10.12.15.101,66.42.96.18,TCP,"Dec 15, 2023 13:05:23.133292000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.134664000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.134667000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.134687000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.134753000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.134836000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.134858000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.135556000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.135559000"
10.12.15.101,66.42.96.18,TCP,"Dec 15, 2023 13:05:23.135682000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.136821000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.136824000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.136950000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.138286000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.138307000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.138429000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.139629000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.139631000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.139762000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.140840000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.140872000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.140889000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.140957000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.141014000"
10.12.15.101,66.42.96.18,TCP,"Dec 15, 2023 13:05:23.141083000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.142107000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.142110000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.142232000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.142861000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.142887000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.142985000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.144719000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.144743000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.144766000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.144791000"
10.12.15.101,66.42.96.18,TCP,"Dec 15, 2023 13:05:23.144932000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.144953000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.147925000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.147928000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.148048000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.149095000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.149098000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.149227000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.151479000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.151481000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.151502000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.151555000"
10.12.15.101,66.42.96.18,TCP,"Dec 15, 2023 13:05:23.151649000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.151668000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.152643000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.152673000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.152769000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.153886000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.153888000"
10.12.15.101,66.42.96.18,TCP,"Dec 15, 2023 13:05:23.154011000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.155628000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.155631000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.155754000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.158320000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.158323000"
10.12.15.101,66.42.96.18,TCP,"Dec 15, 2023 13:05:23.158447000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.159531000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.159533000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.159551000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.159575000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.159728000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.159749000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.160273000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.160276000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.160387000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.164264000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.164267000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.164292000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.164359000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.164523000"
10.12.15.101,66.42.96.18,TCP,"Dec 15, 2023 13:05:23.164547000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.166034000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.166037000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.166194000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.167569000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.167609000"
10.12.15.101,66.42.96.18,TCP,"Dec 15, 2023 13:05:23.167733000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.170105000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.170108000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.170138000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.170179000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.170217000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.170219000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.170408000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.170440000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.171842000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.171898000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.171940000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.171971000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.172087000"
10.12.15.101,66.42.96.18,TCP,"Dec 15, 2023 13:05:23.172162000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.173028000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.173032000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.173220000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.173975000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.173978000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.174143000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.175831000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.175834000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.175860000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.175893000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.175950000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.175953000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.176043000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.176080000"
10.12.15.101,66.42.96.18,TCP,"Dec 15, 2023 13:05:23.176169000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.178249000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.178252000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.178390000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.179447000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.179451000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.179592000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.180905000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.180919000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.180956000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.180959000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.181119000"
10.12.15.101,66.42.96.18,TCP,"Dec 15, 2023 13:05:23.181147000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.183864000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.183867000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.183936000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.183940000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.184027000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.184109000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.184242000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.184245000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.184388000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.184434000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.184437000"
10.12.15.101,66.42.96.18,TCP,"Dec 15, 2023 13:05:23.184575000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.185793000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.185827000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.185902000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.186597000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.186599000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.186741000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.188452000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.188456000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.188628000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.190488000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.190491000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.190514000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.190576000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.190604000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.190608000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.190799000"
10.12.15.101,66.42.96.18,TCP,"Dec 15, 2023 13:05:23.190820000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.190839000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.191950000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.191953000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.191982000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.191985000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.192141000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.192162000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.192761000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.192763000"
10.12.15.101,66.42.96.18,TCP,"Dec 15, 2023 13:05:23.192872000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.194399000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.194402000"
10.12.15.101,45.77.85.150,TCP,"Dec 15, 2023 13:05:23.194508000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.195015000"
207.246.75.243,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.195017000"
10.12.15.101,207.246.75.243,TCP,"Dec 15, 2023 13:05:23.195133000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.196796000"
45.77.85.150,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.196798000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.196869000"
66.42.96.18,10.12.15.101,TCP,"Dec 15, 2023 13:05:23.196873000"
